customer_id,age,gender,county,tenure_months,n_deposits_12m,n_withdrawals_12m,total_deposits_kes,total_withdrawals_kes,avg_savings_balance_kes,n_loans_taken,avg_loan_size_kes,max_loan_size_kes,total_loaned_kes,on_time_repayment_rate,days_since_last_txn,mobile_money_ratio,group_member,_true_segment
MFI_KE_001017,18,M,Uasin Gishu,62,37,49,13862.46,13179.66,3511.99,10,1321.73,2286.58,11898.93,0.7666,5,0.812,0,1
MFI_KE_001018,40,F,Homa Bay,1,1,2,3012.98,2605.03,219.6,1,1502.03,2931.7,1644.13,0.8216,19,0.8214,0,5
MFI_KE_001019,48,F,Turkana,18,7,7,159379.44,154925.51,9260.27,0,0.0,0.0,0.0,0.6682,1,0.5483,1,3
MFI_KE_001020,46,F,Trans Nzoia,8,14,16,144091.9,136367.69,5859.13,5,22638.36,36752.39,96654.53,0.925,3,0.8801,0,2
MFI_KE_001021,25,M,Trans Nzoia,2,2,5,251.38,223.84,596.15,0,0.0,0.0,0.0,1.0,29,0.8456,0,5
MFI_KE_001022,29,F,Uasin Gishu,7,39,38,38390.22,40285.48,1138.74,9,1013.01,1863.15,10312.79,0.9428,4,0.8913,0,1
MFI_KE_001023,33,F,Kilifi,16,4,6,166159.87,160379.91,1280.41,3,73717.88,136508.25,222498.66,0.7859,8,0.2913,1,3
MFI_KE_001024,54,F,Kericho,7,87,66,45972.54,46457.73,22241.55,5,76974.53,120510.71,371245.96,0.7266,0,0.5458,0,4
MFI_KE_001025,36,M,Meru,10,23,27,90970.67,94769.52,4153.3,1,36473.52,44135.74,43339.75,0.7988,2,0.7444,1,2
MFI_KE_001026,41,M,Kisumu,48,19,18,253136.05,214815.22,10294.03,3,47306.02,50426.95,168998.42,0.9137,15,0.8163,0,2
MFI_KE_001027,31,F,Kilifi,10,15,20,45232.01,45622.07,27248.37,1,51613.7,101114.51,43878.78,0.8546,18,0.6436,1,2
MFI_KE_001028,45,F,Migori,3,31,14,23224.68,22908.61,7008.18,2,40432.88,64675.41,91528.08,0.8251,6,0.7919,0,2
MFI_KE_001029,23,F,Nakuru,18,46,49,8830.28,7181.37,1176.24,8,2295.82,3666.41,16493.58,0.7324,3,0.9409,0,1
MFI_KE_001030,24,F,Nakuru,120,26,18,83200.74,75137.25,16519.28,1,45092.87,81194.81,44690.11,0.8454,3,0.9406,0,2
MFI_KE_001031,54,F,Garissa,13,0,3,2512.29,2495.03,6580.52,0,0.0,0.0,0.0,1.0,24,0.6201,0,5
MFI_KE_001032,48,M,Machakos,33,8,10,86841.15,67266.11,2710.54,2,50152.51,91338.47,87128.97,0.8455,2,0.529,1,3
MFI_KE_001033,32,F,Trans Nzoia,17,9,3,121387.68,119373.95,14963.3,3,119489.01,225060.21,323197.19,0.9359,29,0.5686,1,3
MFI_KE_001034,50,F,Migori,13,18,17,42794.55,39418.78,16022.91,1,25650.8,30676.78,26963.18,0.9269,7,0.2888,0,2
MFI_KE_001035,38,M,Turkana,2,3,1,4439.44,3508.92,1856.46,0,0.0,0.0,0.0,1.0,63,0.5739,1,5
MFI_KE_001036,50,M,Kakamega,2,80,73,837765.61,699322.68,69162.1,1,153825.66,241205.14,161415.66,0.86,0,0.7927,1,4
MFI_KE_001037,33,M,Kilifi,33,27,14,98124.89,78274.8,21745.36,2,34237.45,43639.59,81105.16,0.9044,1,0.7593,0,2
MFI_KE_001038,42,M,Laikipia,7,26,27,60915.39,43028.97,10552.92,1,25260.59,43414.0,28250.45,0.8621,15,0.4686,0,2
MFI_KE_001039,33,M,Bungoma,66,39,8,90338.96,84857.16,22135.66,6,47931.23,51960.7,264860.58,0.9368,5,0.6365,0,2
MFI_KE_001040,38,M,Bomet,77,29,23,73450.5,66779.57,6467.19,4,37282.55,54482.68,133627.77,0.9898,13,0.5042,0,2
MFI_KE_001041,24,F,Bungoma,3,1,3,4495.08,4590.93,206.84,0,0.0,0.0,0.0,1.0,13,0.7165,0,5
MFI_KE_001042,52,F,Turkana,1,4,4,12389.56,8695.29,641.47,0,0.0,0.0,0.0,1.0,16,0.7118,1,5
MFI_KE_001043,30,F,Nairobi,42,82,62,193014.69,202228.26,20990.13,4,114329.19,190429.46,452295.25,0.8252,9,0.6464,0,4
MFI_KE_001044,49,F,Kitui,1,0,1,6925.88,6872.38,300.73,1,2669.34,5186.74,3137.2,0.0387,236,0.6172,0,5
MFI_KE_001045,27,F,Murang'a,1,1,5,669.22,523.79,1142.54,0,0.0,0.0,0.0,1.0,30,0.9418,0,5
MFI_KE_001046,53,F,Laikipia,6,2,1,6882.23,5993.31,1817.99,0,0.0,0.0,0.0,1.0,21,0.6675,0,5
MFI_KE_001047,21,F,Bomet,19,39,46,38911.19,34781.18,3408.68,9,2515.28,4140.04,23113.47,0.6038,0,0.9064,0,1
MFI_KE_001048,52,M,Homa Bay,14,7,5,15118.36,12417.29,7062.45,0,0.0,0.0,0.0,0.2892,19,0.5244,1,3
MFI_KE_001049,46,F,Migori,37,8,7,26868.34,19950.61,3129.36,1,83970.61,111010.14,81247.51,0.721,2,0.6473,1,3
MFI_KE_001050,29,F,Mombasa,4,43,52,18244.02,14540.75,1227.44,7,4240.89,5396.45,33652.01,0.385,3,0.9058,0,1
MFI_KE_001051,45,M,Meru,6,9,4,69988.97,51967.04,3088.14,1,27190.52,38858.64,31609.62,0.7967,10,0.7126,1,3
MFI_KE_001052,47,M,Kakamega,15,18,15,72726.95,61862.81,6934.55,4,53716.06,61704.94,204732.0,0.9957,1,0.3798,0,2
MFI_KE_001053,63,F,Embu,30,10,3,21098.66,22043.05,1101.33,1,35528.88,48094.12,33938.05,0.5847,3,0.5999,1,3
MFI_KE_001054,37,M,Bungoma,6,24,24,50410.67,37368.99,13462.98,2,84575.24,135452.36,147474.25,0.8538,1,0.1651,0,2
MFI_KE_001055,30,M,Kericho,12,7,3,39945.26,35468.56,4798.2,0,0.0,0.0,0.0,0.6158,4,0.5078,1,3
MFI_KE_001056,22,M,Meru,29,97,79,238977.27,177303.96,15996.65,2,123667.85,207458.91,281606.49,0.7941,0,0.3781,1,4
MFI_KE_001057,28,F,Kilifi,10,33,23,105624.77,99175.02,6685.3,1,60003.45,83658.61,67599.77,0.9068,21,0.6261,0,2
MFI_KE_001058,41,M,Kakamega,6,10,3,27975.45,23064.6,32130.6,1,108705.55,196881.22,128656.68,0.7454,12,0.5514,1,3
MFI_KE_001059,29,F,Murang'a,35,42,64,14684.92,11742.16,2885.33,7,3285.27,5465.45,22452.58,0.4668,3,0.8375,0,1
MFI_KE_001060,50,F,Nakuru,4,18,15,151923.09,123218.88,22445.97,5,75578.59,106779.46,327403.16,0.9013,11,0.8358,0,2
MFI_KE_001061,22,F,Meru,8,8,4,124328.88,123026.29,62081.81,0,0.0,0.0,0.0,0.6329,4,0.5042,1,3
MFI_KE_001062,63,M,Kitui,12,4,4,29991.66,22982.67,18944.11,4,133517.73,181599.48,474412.86,0.742,43,0.3571,1,3
MFI_KE_001063,23,M,Nairobi,28,50,53,35452.16,29676.6,2805.79,11,1986.53,3084.61,24961.3,0.5367,4,0.9758,0,1
MFI_KE_001064,37,F,Kakamega,28,26,18,115769.78,90232.57,34733.54,1,40133.19,65177.03,45161.64,0.9548,5,0.7859,0,2
MFI_KE_001065,29,M,Kisumu,19,49,44,7761.47,7087.16,3528.54,4,3062.15,4032.87,12491.69,0.8377,2,0.9192,0,1
MFI_KE_001066,30,F,Kakamega,3,2,2,5019.22,3829.14,1054.47,2,2124.2,3484.51,4388.65,0.5596,27,0.7695,0,5
MFI_KE_001067,50,F,Kilifi,14,89,73,790575.26,565642.86,43819.4,5,207231.86,284372.37,1143755.51,0.942,5,0.7596,0,4
MFI_KE_001068,26,F,Kericho,11,10,4,66466.11,63252.13,4979.99,3,36568.94,52435.93,88689.43,0.9308,14,0.3671,0,3
MFI_KE_001069,56,F,Nakuru,2,0,1,6769.53,6114.92,363.37,0,0.0,0.0,0.0,1.0,49,0.3981,0,5
MFI_KE_001070,43,M,Kisii,3,2,3,2316.62,2006.95,100.11,0,0.0,0.0,0.0,1.0,72,0.4957,0,5
MFI_KE_001071,45,M,Nyeri,10,76,69,297957.67,258687.8,26516.46,6,138816.19,184443.2,863915.12,0.7755,5,0.5766,1,4
MFI_KE_001072,35,F,Nairobi,29,28,29,121573.92,91917.89,7601.8,2,37129.64,65594.81,61013.43,0.9963,17,0.7161,0,2
MFI_KE_001073,37,F,Trans Nzoia,28,23,19,39940.02,41628.51,15483.48,3,17522.95,31451.29,60733.71,0.9507,6,0.5761,0,2
MFI_KE_001074,22,M,Machakos,12,47,53,25279.5,24590.36,3105.72,6,3831.19,4213.33,27082.56,0.6749,4,0.9259,0,1
MFI_KE_001075,27,F,Meru,6,65,70,357650.67,286908.81,16663.82,3,110513.52,196776.36,308430.27,0.8384,4,0.5343,0,4
MFI_KE_001076,36,F,Mombasa,10,25,24,45526.17,34392.34,25344.39,3,22238.75,36494.22,65942.28,0.999,1,0.6693,1,2
MFI_KE_001077,45,M,Bomet,72,20,23,144564.35,148251.05,24896.06,0,0.0,0.0,0.0,0.8342,34,0.6832,0,2
MFI_KE_001078,22,F,Kiambu,2,2,4,3943.81,3054.86,1035.01,0,0.0,0.0,0.0,1.0,39,0.6479,0,5
MFI_KE_001079,44,F,Kitui,38,21,22,197110.5,146181.41,17430.81,2,24385.38,43748.07,55524.75,0.9062,3,0.6836,1,2
MFI_KE_001080,29,M,Kiambu,2,3,4,1911.83,1940.72,530.83,0,0.0,0.0,0.0,1.0,39,0.3706,0,5
MFI_KE_001081,25,F,Kisumu,2,29,52,18825.39,15101.72,739.27,6,1638.98,1873.38,11394.78,0.7403,0,0.8985,0,1
MFI_KE_001082,33,M,Nairobi,23,75,67,390849.41,409902.16,13518.15,4,117946.5,185093.12,383869.02,0.5004,4,0.4524,0,4
MFI_KE_001083,31,F,Mombasa,6,47,47,39274.48,31431.22,1719.65,5,2205.47,3610.01,9915.59,0.4992,1,0.7287,0,1
MFI_KE_001084,56,F,Kakamega,4,3,5,17259.33,13626.4,1003.86,0,0.0,0.0,0.0,1.0,116,0.7251,0,5
MFI_KE_001085,63,F,Laikipia,2,7,5,147902.07,136706.2,2018.95,2,31206.0,62335.82,71447.68,0.5582,5,0.2869,1,3
MFI_KE_001086,27,F,Uasin Gishu,3,42,53,7665.87,6708.46,7253.78,5,3134.74,4523.0,16588.26,0.9071,2,0.4831,0,1
MFI_KE_001087,28,F,Uasin Gishu,79,37,49,8636.76,7146.6,2323.87,4,1170.33,1905.21,4068.83,0.9026,5,0.8413,0,1
MFI_KE_001088,38,F,Kisii,5,18,23,61288.04,43468.46,33786.27,5,33441.78,53814.32,188980.27,0.9973,10,0.715,0,2
MFI_KE_001089,37,F,Migori,9,75,78,353295.12,288165.18,11153.47,7,287846.73,404322.55,1648687.2,0.8111,3,0.6868,1,4
MFI_KE_001090,29,M,Kisii,17,23,15,119652.05,102029.97,24039.13,3,31873.43,54906.02,93545.2,0.8298,27,0.6931,0,2
MFI_KE_001091,24,F,Homa Bay,2,3,3,6092.76,5416.75,900.44,2,788.3,1347.24,1826.17,0.8004,118,0.7938,0,5
MFI_KE_001092,27,F,Bungoma,22,71,76,345595.78,299995.84,15369.13,5,137792.23,198162.16,814921.15,0.6734,0,0.375,0,4
MFI_KE_001093,32,M,Embu,3,39,50,9341.73,8219.42,2945.09,7,3720.49,4911.32,29272.59,0.616,0,0.9667,0,1
MFI_KE_001094,31,F,Homa Bay,9,0,4,54061.9,39378.5,1827.23,0,0.0,0.0,0.0,1.0,37,0.6128,0,5
MFI_KE_001095,38,M,Nakuru,2,24,16,88254.61,68707.34,6818.73,4,31988.27,46501.19,142200.28,0.9538,19,0.5064,0,2
MFI_KE_001096,37,M,Nyeri,30,18,23,28242.89,24028.12,12643.26,6,32408.29,38673.75,166423.82,0.9038,4,0.7523,1,2
MFI_KE_001097,66,F,Murang'a,38,7,4,110899.34,84446.93,645.95,4,95799.06,175942.76,330784.37,0.6416,2,0.3473,0,3
MFI_KE_001098,22,M,Kilifi,7,13,6,105539.67,89313.19,9521.61,1,79598.61,121894.28,87958.83,0.9069,3,0.5345,1,3
MFI_KE_001099,43,M,Nairobi,21,18,14,57366.59,50318.78,11582.7,2,24807.16,32163.18,59194.39,0.8636,8,0.8657,0,2
MFI_KE_001100,36,F,Homa Bay,8,35,14,301196.39,297504.69,16726.69,5,47411.17,48492.69,205895.75,0.9178,12,0.6752,0,2
MFI_KE_001101,33,F,Kiambu,26,42,47,14735.14,10600.44,585.32,8,2455.85,2481.2,22970.1,0.9203,5,0.9602,0,1
MFI_KE_001102,38,M,Kisumu,7,21,11,93493.94,93125.07,7338.93,4,37282.33,42369.24,153660.71,0.9242,18,0.6732,0,2
MFI_KE_001103,37,F,Murang'a,24,79,77,695707.27,595277.45,20300.01,6,166564.52,285165.12,863717.15,0.8596,0,0.7297,1,4
MFI_KE_001104,41,F,Migori,11,56,57,5670.26,4533.35,908.24,6,3257.05,5000.74,22879.09,0.8274,0,0.6839,0,1
MFI_KE_001105,54,M,Laikipia,19,7,8,219961.76,226422.43,3854.83,1,39728.93,45759.4,37458.09,0.8072,7,0.2845,1,3
MFI_KE_001106,28,M,Machakos,2,23,23,167921.71,141606.92,12787.63,2,55890.6,92686.27,102340.88,0.932,1,0.3641,0,2
MFI_KE_001107,47,F,Machakos,27,73,71,351533.96,284428.98,11856.16,2,132542.47,222504.77,281199.7,0.7081,3,0.4684,0,4
MFI_KE_001108,23,M,Kiambu,38,33,41,11035.73,10508.13,7080.82,9,2422.87,3323.21,21880.0,0.9481,1,0.829,0,1
MFI_KE_001109,32,F,Embu,5,10,7,79035.17,66753.63,3069.55,1,80978.75,127211.87,72976.86,0.9645,2,0.4129,1,3
MFI_KE_001110,40,F,Embu,19,100,77,695924.89,695465.51,25538.46,5,256079.69,368002.47,1127612.78,0.8898,0,0.4313,1,4
MFI_KE_001111,21,F,Kitui,8,1,1,2042.8,1546.48,370.59,0,0.0,0.0,0.0,1.0,28,0.8949,0,5
MFI_KE_001112,28,M,Garissa,16,9,7,75595.63,61349.42,2260.59,1,51891.82,82986.76,51288.65,0.6578,1,0.2935,1,3
MFI_KE_001113,44,M,Murang'a,2,10,5,39456.05,30206.08,2359.34,2,54968.3,76320.64,119330.37,0.8896,7,0.227,1,3
MFI_KE_001114,29,F,Kiambu,56,41,49,13646.24,12867.42,339.69,9,2580.71,3319.3,26804.8,0.5209,0,0.9643,0,1
MFI_KE_001115,24,F,Mombasa,14,41,50,10604.26,7869.04,1067.16,9,1726.98,3259.67,17220.32,0.5786,1,0.772,1,1
MFI_KE_001116,37,F,Trans Nzoia,22,17,13,26691.68,23241.42,10683.2,0,0.0,0.0,0.0,0.9905,1,0.468,0,2
MFI_KE_001117,47,F,Kakamega,1,3,3,1550.56,1110.72,360.13,1,1981.37,2767.97,1679.67,0.3776,114,0.7151,0,5
MFI_KE_001118,37,F,Kisii,11,60,75,171517.18,179240.18,31905.53,6,338713.01,462436.44,2313705.22,0.8944,0,0.4526,0,4
MFI_KE_001119,29,F,Laikipia,6,21,22,143975.51,113165.84,26798.84,2,59244.74,100281.77,124016.54,0.9161,10,0.7637,0,2
MFI_KE_001120,26,F,Nakuru,39,43,51,14577.54,10968.33,3137.88,8,1427.6,1924.48,9193.28,0.7371,1,0.7906,0,1
MFI_KE_001121,35,M,Bungoma,23,10,6,35385.67,34961.03,29580.98,2,71852.49,129048.57,158932.85,0.7916,9,0.371,1,3
MFI_KE_001122,33,M,Nakuru,5,44,55,5947.94,5494.03,685.95,9,865.5,867.77,7359.52,0.8121,6,0.9622,1,1
MFI_KE_001123,57,F,Homa Bay,13,36,22,118591.03,113661.36,27187.96,1,18397.0,36725.02,18577.19,0.9409,2,0.473,0,2
MFI_KE_001124,29,F,Bomet,31,30,56,19694.85,16901.65,2053.06,10,2122.25,4043.92,19795.85,0.4998,5,0.905,0,1
MFI_KE_001125,22,M,Kisii,2,1,1,2130.04,2197.47,250.44,2,1143.56,2213.85,2383.61,0.1007,53,0.3404,1,5
MFI_KE_001126,32,M,Mombasa,5,34,56,15492.53,11342.72,1222.12,11,2623.88,3923.16,31990.43,0.4513,2,0.9813,0,1
MFI_KE_001127,40,F,Garissa,61,25,17,188635.68,186354.42,12874.9,4,45531.2,47766.61,155979.65,0.8363,5,0.7735,0,2
MFI_KE_001128,36,F,Uasin Gishu,6,2,4,5683.48,5689.47,613.4,0,0.0,0.0,0.0,1.0,166,0.6018,0,5
MFI_KE_001129,43,F,Bomet,6,8,13,118185.62,97476.04,6463.24,3,102344.1,198523.88,302496.81,0.8134,10,0.3833,0,3
MFI_KE_001130,34,M,Murang'a,24,8,4,7716.85,6169.21,15151.49,2,38591.86,61449.21,82302.27,0.8155,1,0.2678,0,3
MFI_KE_001131,47,F,Nyeri,14,81,65,258955.23,241682.86,10803.71,7,158346.12,284448.09,974997.04,0.9703,0,0.6189,1,4
MFI_KE_001132,43,M,Laikipia,7,4,2,1312.21,1038.35,186.89,1,1501.66,2744.55,1527.6,0.5828,128,0.7499,0,5
MFI_KE_001133,35,F,Kakamega,21,25,16,78307.04,62709.51,5969.32,1,37514.78,53944.33,38656.12,0.9134,9,0.2154,1,2
MFI_KE_001134,38,F,Garissa,26,84,70,1204230.18,1017824.92,46634.19,5,123553.78,212452.28,700481.69,0.8079,0,0.5315,0,4
MFI_KE_001135,45,F,Turkana,26,8,5,386630.12,357465.76,4531.47,1,43761.75,45309.25,37643.0,0.6439,9,0.5148,0,3
MFI_KE_001136,18,F,Nakuru,8,37,53,35039.68,27723.49,1151.36,7,1826.72,3390.54,13825.65,0.7704,6,0.9453,0,1
MFI_KE_001137,21,F,Kiambu,17,43,58,9630.69,9472.78,5775.09,9,2724.97,5243.32,28654.12,0.677,5,0.8885,0,1
MFI_KE_001138,39,M,Bungoma,5,4,6,3651.82,3608.93,667.88,0,0.0,0.0,0.0,1.0,17,0.77,0,5
MFI_KE_001139,42,M,Embu,3,4,2,678.91,640.68,2125.89,1,2776.69,3923.7,2877.73,0.5352,104,0.9536,0,5
MFI_KE_001140,25,F,Nairobi,75,46,40,12310.91,8771.33,1686.12,8,1872.8,3068.89,12070.39,0.609,2,0.9146,1,1
MFI_KE_001141,23,M,Uasin Gishu,48,36,54,8814.66,6475.32,2430.15,7,1793.15,2559.12,11216.36,0.9904,2,0.984,1,1
MFI_KE_001142,21,M,Kisii,2,47,55,16599.55,16139.57,1947.64,11,962.24,1307.84,12226.02,0.9355,1,0.9938,0,1
MFI_KE_001143,44,F,Bungoma,3,8,6,199128.22,159017.4,5140.9,2,52758.45,54134.42,111243.96,0.839,10,0.6607,1,3
MFI_KE_001144,31,M,Homa Bay,45,4,2,113929.73,111996.81,1453.19,0,0.0,0.0,0.0,0.698,11,0.2177,0,3
MFI_KE_001145,30,M,Nyeri,24,34,49,15902.65,15689.39,729.92,7,1297.77,1683.49,7785.89,0.7855,2,0.8658,0,1
MFI_KE_001146,39,F,Migori,17,4,7,186282.03,189288.3,3850.5,2,94904.85,127086.97,215295.36,0.6345,14,0.5475,0,3
MFI_KE_001147,22,F,Turkana,6,9,7,29499.13,22678.97,11103.95,0,0.0,0.0,0.0,0.9588,20,0.5102,1,3
MFI_KE_001148,18,M,Mombasa,6,37,49,13255.39,12327.75,1015.76,9,1015.5,1700.78,9914.01,0.69,0,0.7742,0,1
MFI_KE_001149,37,F,Laikipia,6,0,0,3049.17,2478.69,1264.35,0,0.0,0.0,0.0,1.0,176,0.7339,0,5
MFI_KE_001150,49,F,Kitui,35,12,3,74746.11,53043.31,6549.78,2,44917.28,64857.43,77972.17,0.7117,3,0.5617,1,3
MFI_KE_001151,47,M,Mombasa,11,13,12,88451.69,89332.14,63153.55,2,52287.35,66776.31,96217.95,0.9909,3,0.4922,0,2
MFI_KE_001152,38,F,Kisii,1,4,3,4275.62,3352.2,1771.39,2,1131.04,1371.99,2313.88,0.4096,82,0.6218,0,5
MFI_KE_001153,32,F,Machakos,1,2,6,910.47,680.94,451.41,0,0.0,0.0,0.0,1.0,56,0.7028,0,5
MFI_KE_001154,21,F,Nakuru,22,44,49,9352.49,8758.01,1797.86,7,1960.14,3742.48,15104.62,0.6741,0,0.9228,0,1
MFI_KE_001155,46,F,Bomet,2,25,14,52619.51,46764.87,10132.71,1,32669.75,62172.29,28584.18,0.9861,35,0.7809,1,2
MFI_KE_001156,43,M,Kisii,7,7,7,48938.54,39158.14,1564.64,3,50586.91,87190.76,148122.81,0.7468,8,0.7012,1,3
MFI_KE_001157,48,F,Meru,1,1,2,1460.99,1216.88,455.09,3,1861.98,3206.52,4948.83,0.7836,76,0.4753,0,5
MFI_KE_001158,37,F,Kisii,3,21,23,61448.12,59635.27,28244.24,2,16772.46,23044.62,30520.39,0.9843,2,0.6571,0,2
MFI_KE_001159,45,F,Migori,14,23,22,64378.08,55415.61,8845.83,2,44814.51,61785.41,97662.45,0.9079,22,0.4101,0,2
MFI_KE_001160,32,M,Murang'a,6,36,42,3072.15,2183.58,1373.65,8,2624.87,5180.3,19221.75,0.5609,17,0.6057,0,1
MFI_KE_001161,51,F,Machakos,10,25,21,93947.58,93849.31,4564.75,6,16448.07,27411.65,82496.26,0.9866,6,0.6919,0,2
MFI_KE_001162,23,M,Kisumu,9,39,56,17804.21,17209.46,1865.64,4,1898.37,2639.64,8834.34,0.5768,0,0.895,0,1
MFI_KE_001163,18,F,Nairobi,13,39,56,13174.73,12756.91,3427.2,11,2352.03,4208.5,30106.01,0.8057,1,0.9308,0,1
MFI_KE_001164,61,M,Kisii,11,8,4,100374.95,70609.59,17805.92,1,34447.19,58350.51,36768.39,0.7048,5,0.4676,0,3
MFI_KE_001165,30,F,Mombasa,13,25,22,44812.24,38552.74,24302.81,2,20127.89,35470.69,42215.72,0.9609,11,0.7224,1,2
MFI_KE_001166,54,M,Kisii,42,17,12,87055.63,83080.14,2492.97,1,37117.75,56036.88,43510.47,0.9307,3,0.7717,0,2
MFI_KE_001167,33,F,Murang'a,31,4,5,95460.1,68118.67,3207.12,2,29136.85,55342.22,50548.83,0.7425,1,0.115,1,3
MFI_KE_001168,47,F,Nakuru,16,22,17,218076.87,212791.8,45421.38,1,84657.45,122872.87,78951.16,0.9073,6,0.6709,1,2
MFI_KE_001169,50,M,Nairobi,1,3,3,294.22,221.88,3307.9,0,0.0,0.0,0.0,1.0,35,0.7069,0,5
MFI_KE_001170,41,F,Kericho,3,2,3,1671.5,1423.68,1757.7,0,0.0,0.0,0.0,1.0,57,0.7974,0,5
MFI_KE_001171,35,F,Kericho,1,6,2,3426.17,2907.83,2177.1,1,2106.57,2261.38,2253.3,0.5139,184,0.7299,0,5
MFI_KE_001172,43,F,Homa Bay,7,22,20,58103.87,43087.36,28743.92,5,23609.3,43155.49,138173.04,0.8393,1,0.7049,0,2
MFI_KE_001173,43,F,Kakamega,13,20,16,150311.58,114358.39,6570.28,2,50999.44,84614.05,98096.33,0.8779,9,0.6684,0,2
MFI_KE_001174,24,F,Nakuru,36,27,64,42060.91,31643.58,5037.58,5,1759.62,1876.96,7159.47,0.7427,2,0.7417,0,1
MFI_KE_001175,32,M,Kericho,22,31,19,64206.39,67026.9,6607.96,2,38409.79,74674.29,85847.33,0.9782,17,0.4902,0,2
MFI_KE_001176,25,M,Nakuru,2,42,50,26212.28,19651.69,6296.79,13,2286.92,3325.57,24717.18,0.6174,0,0.8446,0,1
MFI_KE_001177,43,F,Nyeri,4,6,4,31911.51,29981.48,2893.69,0,0.0,0.0,0.0,0.8255,15,0.217,1,3
MFI_KE_001178,36,F,Kisii,4,72,66,273376.04,213373.58,8061.25,6,101529.53,113908.96,514624.96,0.9404,1,0.2726,0,4
MFI_KE_001179,30,F,Kisumu,28,30,20,61588.0,57187.41,4066.55,6,128560.85,197898.27,689600.38,0.9083,3,0.4031,0,2
MFI_KE_001180,30,F,Bungoma,4,4,5,20366.27,14373.33,7499.01,3,55376.13,87634.82,188258.52,0.7265,2,0.3725,0,3
MFI_KE_001181,26,M,Kiambu,12,40,50,30085.82,28373.2,1670.81,11,2640.4,4062.36,34841.51,0.7209,0,0.7921,0,1
MFI_KE_001182,25,M,Kiambu,55,37,56,2314.35,1677.44,242.11,10,1455.9,2146.11,13141.92,0.7696,1,0.5368,0,1
MFI_KE_001183,35,M,Murang'a,9,27,22,37862.38,39663.59,5935.75,3,103507.47,105765.88,284930.86,0.9597,5,0.5402,0,2
MFI_KE_001184,28,M,Nairobi,3,47,50,11995.9,10678.22,578.32,14,2847.69,3152.61,39628.08,0.4988,3,0.8714,0,1
MFI_KE_001185,25,M,Meru,11,6,3,42496.18,30771.92,1429.2,1,79966.86,116182.52,69464.01,0.5591,7,0.22,1,3
MFI_KE_001186,37,M,Kericho,2,19,28,57424.87,48772.25,38897.45,3,95393.48,130167.26,258488.05,0.8985,17,0.8238,0,2
MFI_KE_001187,44,F,Kakamega,5,5,4,11613.48,11929.7,5741.67,1,56178.19,58264.29,60981.16,0.759,10,0.3888,0,3
MFI_KE_001188,36,F,Embu,3,31,49,21189.81,16991.56,804.21,5,1543.67,2258.65,7002.4,0.7224,1,0.8919,0,1
MFI_KE_001189,49,M,Nairobi,6,5,8,13250.5,10094.92,18450.27,1,3857.72,5898.16,4280.41,0.5847,11,0.6016,0,5
MFI_KE_001190,21,M,Kisumu,20,48,57,2329.48,1931.23,1222.48,5,5578.0,10893.01,24091.68,0.9036,1,0.8681,0,1
MFI_KE_001191,47,F,Bomet,17,85,63,303230.21,307031.67,27360.29,2,89870.05,156331.93,197141.99,0.8837,0,0.5862,0,4
MFI_KE_001192,26,M,Mombasa,18,40,46,1233.62,1257.95,889.4,4,1097.65,1445.26,4390.22,0.513,0,0.8679,1,1
MFI_KE_001193,31,M,Mombasa,9,43,48,7578.06,6155.07,2838.06,10,2023.06,3216.44,24150.03,0.5503,2,0.8351,0,1
MFI_KE_001194,55,F,Kitui,8,77,62,137905.68,104824.71,48519.09,7,308321.02,389608.5,2178372.36,0.8015,1,0.4957,0,4
MFI_KE_001195,44,F,Kitui,10,80,68,532002.99,473237.73,25739.99,3,48554.36,71891.79,136753.91,0.9697,0,0.6955,0,4
MFI_KE_001196,21,M,Mombasa,13,37,50,34046.2,31144.91,1019.71,10,1619.72,1709.85,17335.45,0.705,6,0.8586,0,1
MFI_KE_001197,54,F,Trans Nzoia,4,92,60,798809.31,749461.25,52286.83,5,122523.52,203982.58,679380.51,0.7085,3,0.6561,1,4
MFI_KE_001198,35,M,Kiambu,3,30,60,5830.57,5959.49,2976.51,6,1175.57,1769.34,7461.92,0.8092,3,0.8382,0,1
MFI_KE_001199,57,F,Murang'a,32,27,17,85476.86,73079.51,37683.32,3,27263.3,42200.43,97125.24,0.9576,2,0.3998,0,2
MFI_KE_001200,25,F,Mombasa,2,36,44,62699.29,47263.74,1290.83,9,3955.46,7250.94,31561.79,0.4021,2,0.7714,0,1
MFI_KE_001201,50,M,Trans Nzoia,27,9,6,10591.98,8833.74,39070.48,2,65370.31,105325.01,152395.61,0.7269,16,0.6974,1,3
MFI_KE_001202,43,F,Homa Bay,8,39,17,136424.82,118640.48,9904.46,7,41852.97,76328.4,236189.11,0.9632,1,0.5602,0,2
MFI_KE_001203,22,F,Uasin Gishu,45,55,37,42524.28,37062.44,929.18,10,1483.67,2764.24,17374.5,0.5802,1,0.9125,0,1
MFI_KE_001204,23,F,Uasin Gishu,59,37,47,31478.99,26154.42,1244.56,11,1576.17,2248.9,17652.94,0.5735,2,0.8602,0,1
MFI_KE_001205,60,M,Kisii,4,13,5,41352.85,38578.04,3603.79,1,58138.27,104480.39,63667.51,0.8192,23,0.3769,1,3
MFI_KE_001206,33,F,Nyeri,17,29,24,66215.69,68556.68,15945.25,3,20992.34,25482.4,74940.29,0.9252,4,0.7299,1,2
