site_id,county,agro_ecological_zone,latitude,longitude,elevation_m,annual_rainfall_mm,soil_ph,soil_organic_carbon_pct,total_nitrogen_pct,phosphorus_ppm,potassium_cmol_kg,cec_cmol_kg,clay_pct,sand_pct,silt_pct
KE_00192,Siaya,III,-0.0481,34.3003,1380.1,1413.5,5.87,1.9,0.1977,8.93,0.385,30.42,50.58,24.9,24.52
KE_00193,Siaya,III,0.1065,34.3575,1337.0,1465.8,6.28,1.914,0.2005,3.76,0.699,32.86,43.26,22.07,34.68
KE_00194,Siaya,III,-0.1014,34.1703,1713.6,1093.7,5.64,1.051,0.0876,4.05,0.98,25.06,53.24,23.4,23.36
KE_00195,Siaya,III,-0.1018,34.4215,1656.4,1423.8,6.14,1.273,0.1311,9.22,0.258,27.09,35.14,31.87,32.99
KE_00196,Siaya,III,-0.0425,34.3753,1424.5,970.1,6.27,1.416,0.1273,8.61,0.209,22.57,42.89,32.75,24.35
KE_00197,Siaya,III,0.0126,34.3978,1466.4,1431.5,5.96,1.317,0.1116,10.99,0.753,15.9,43.05,27.72,29.23
KE_00198,Siaya,III,0.1121,34.5027,1761.3,1086.0,5.98,2.134,0.1803,8.81,0.873,34.07,53.19,29.75,17.07
KE_00199,Kisumu,III,-0.063,34.6776,1160.6,1328.0,5.86,2.261,0.2781,2.86,0.25,31.1,55.81,10.38,33.81
KE_00200,Kisumu,III,0.0791,34.7652,1588.7,1203.8,5.99,1.975,0.1632,7.88,0.763,22.94,41.11,39.26,19.63
KE_00201,Kisumu,III,-0.1453,34.9597,1679.4,1065.1,5.49,1.855,0.1522,6.27,0.283,33.44,41.29,29.7,29.0
KE_00202,Kisumu,III,0.0856,34.813,2140.6,1308.6,5.58,1.678,0.173,7.9,0.785,26.86,36.38,28.29,35.33
KE_00203,Kisumu,III,0.0899,34.6925,1016.1,1428.9,5.57,1.875,0.185,9.9,0.639,19.34,47.63,22.26,30.11
KE_00204,Kisumu,III,0.1535,34.6171,1379.0,1455.4,4.96,1.442,0.1387,4.65,0.59,29.39,24.7,25.12,50.18
KE_00205,Kisumu,III,-0.2805,34.8558,1752.0,947.8,6.14,1.058,0.1159,11.63,0.975,21.54,35.26,23.06,41.68
KE_00206,Kisumu,III,-0.0745,34.7528,1647.3,1191.7,5.78,1.201,0.1234,5.05,0.327,23.31,45.17,20.45,34.39
KE_00207,Homa Bay,III,-0.7047,34.3751,1586.2,1217.6,6.38,2.099,0.1976,5.93,0.864,18.84,29.29,24.56,46.16
KE_00208,Homa Bay,III,-0.4877,34.2617,1321.2,1335.2,5.64,1.718,0.1479,4.09,0.701,14.25,47.33,21.64,31.03
KE_00209,Homa Bay,III,-0.4607,34.3854,1255.5,1074.0,5.79,2.087,0.1925,7.49,0.389,24.41,48.75,31.64,19.61
KE_00210,Homa Bay,III,-0.6294,34.3485,1493.2,1405.6,5.35,1.814,0.2118,6.41,0.304,17.71,42.91,33.8,23.29
KE_00211,Homa Bay,III,-0.6254,34.3401,1222.5,1382.5,4.85,1.357,0.1396,22.35,0.25,29.03,42.08,23.8,34.12
KE_00212,Homa Bay,III,-0.1655,34.4832,1363.4,1466.1,7.27,0.766,0.1043,2.75,0.525,23.5,37.85,22.3,39.85
KE_00213,Homa Bay,III,-0.3438,34.3769,1534.5,1149.6,5.84,1.308,0.1476,10.9,0.628,18.16,43.67,38.74,17.59
KE_00214,Homa Bay,III,-0.6324,34.2693,1254.8,969.3,5.8,1.554,0.1644,3.46,0.887,23.99,49.27,21.26,29.47
KE_00215,Homa Bay,III,-0.3783,34.6058,1621.2,1274.4,5.61,0.944,0.0846,5.27,0.311,15.43,47.39,27.61,25.0
KE_00216,Homa Bay,III,-0.7744,34.4515,1111.6,1245.2,6.01,1.787,0.2228,9.81,0.775,25.81,36.06,16.05,47.89
KE_00217,Homa Bay,III,-0.5675,34.5391,1093.8,1305.3,5.46,1.388,0.1244,8.01,1.028,21.62,30.19,33.46,36.34
KE_00218,Homa Bay,III,-0.7084,34.4142,1626.6,1041.5,5.74,2.105,0.2154,21.95,0.802,20.7,51.87,31.27,16.86
KE_00219,Kisii,III,-0.7907,34.7327,1897.6,1281.5,5.61,1.879,0.2065,5.61,0.719,23.76,48.02,30.75,21.23
KE_00220,Kisii,III,-0.75,34.5411,1536.7,1369.2,5.53,0.998,0.1206,3.66,0.655,25.87,47.45,26.23,26.33
KE_00221,Kisii,III,-0.6599,34.7985,1609.1,1039.5,5.45,1.713,0.1587,7.56,0.809,20.19,42.87,38.46,18.67
KE_00222,Kisii,III,-0.7882,34.9045,1309.4,1058.1,5.4,1.856,0.1731,11.05,0.29,12.79,53.73,22.96,23.32
KE_00223,Kisii,III,-0.4485,34.7805,1632.5,1005.2,6.24,1.895,0.2119,6.51,0.527,27.47,43.87,27.55,28.58
KE_00224,Kisii,III,-0.6498,35.0163,1221.3,1218.7,5.42,1.786,0.1275,7.41,0.221,18.75,47.25,21.86,30.89
KE_00225,Kisii,III,-1.0194,34.6705,1433.6,1109.1,5.59,1.512,0.1673,3.47,0.071,23.81,51.02,25.22,23.75
KE_00226,Kisii,III,-0.6806,35.0068,1798.3,1197.7,5.05,1.8,0.1567,7.65,0.848,25.23,51.64,20.54,27.81
KE_00227,Kisii,III,-0.7894,34.6703,1344.0,1414.3,6.21,1.476,0.1449,17.02,0.54,7.97,34.07,21.26,44.68
KE_00228,Kisii,III,-0.6967,34.3645,1443.8,1440.7,5.84,0.901,0.1206,12.29,0.878,28.5,40.47,23.95,35.59
KE_00229,Kisii,III,-0.5856,34.6934,1297.0,1439.2,5.34,1.211,0.089,6.35,0.594,24.6,50.38,20.31,29.32
KE_00230,Kisii,III,-0.8266,34.9819,1445.9,1334.3,6.22,1.376,0.1422,3.48,0.523,17.8,36.46,25.4,38.14
KE_00231,Nyamira,III,-0.5796,34.8005,1578.3,1155.9,5.39,1.596,0.1493,3.74,0.192,14.58,45.88,37.3,16.82
KE_00232,Nyamira,III,-0.654,35.0034,1694.0,1007.9,5.16,2.279,0.1789,6.59,0.496,16.33,49.87,18.78,31.35
KE_00233,Nyamira,III,-0.7133,34.8221,1723.4,1199.1,5.24,1.807,0.2138,3.6,0.517,17.32,55.64,19.62,24.73
KE_00234,Nyamira,III,-0.4291,35.2094,1606.4,1417.9,4.97,1.074,0.122,10.71,0.129,19.77,48.5,29.3,22.21
KE_00235,Nyamira,III,-0.5297,35.1268,1880.8,1398.6,5.41,1.835,0.1503,11.98,0.713,29.1,35.58,39.67,24.75
KE_00236,Nyamira,III,-0.4527,35.2023,1812.4,1213.5,5.39,1.892,0.1586,15.89,0.774,23.7,37.1,22.07,40.83
KE_00237,Nyamira,III,-0.4461,34.9291,1186.3,1123.1,5.69,1.526,0.1205,3.67,1.078,14.32,46.52,35.05,18.43
KE_00238,Nyamira,III,-0.5353,35.0757,1035.5,1237.0,5.7,1.679,0.1492,6.29,0.793,24.65,39.13,29.6,31.26
KE_00239,Nyamira,III,-0.4725,34.9797,1511.5,1421.2,6.16,1.554,0.1269,4.12,0.422,29.12,56.49,26.33,17.18
KE_00240,Migori,III,-0.9681,34.5175,1556.6,1408.0,4.42,1.873,0.195,3.81,0.334,25.5,29.76,37.33,32.91
KE_00241,Migori,III,-0.8292,34.3109,1435.6,1477.7,5.16,1.147,0.0949,4.33,0.554,10.22,41.84,14.09,44.07
KE_00242,Migori,III,-0.8909,34.4688,1774.2,1246.2,6.27,1.937,0.1763,2.71,0.718,20.06,55.64,32.76,11.6
KE_00243,Migori,III,-1.1761,34.6312,1616.3,1201.6,5.98,1.712,0.1578,3.87,0.335,27.53,38.97,35.13,25.9
KE_00244,Migori,III,-1.0666,34.5402,1602.8,984.5,5.63,1.616,0.1544,17.94,0.198,16.21,48.41,28.27,23.32
KE_00245,Migori,III,-1.1679,34.6484,973.3,1519.7,5.79,1.394,0.1741,10.17,0.647,14.86,53.7,33.73,12.57
KE_00246,Migori,III,-1.1611,34.6304,2054.6,1300.9,5.49,1.278,0.1101,6.98,0.419,23.85,44.76,22.32,32.92
KE_00247,Migori,III,-1.2087,34.1376,1268.1,1158.7,5.86,1.392,0.1211,3.84,0.616,19.59,50.84,31.38,17.78
KE_00248,Migori,III,-1.0467,34.4113,1541.9,1310.9,5.6,1.468,0.1297,23.03,0.684,15.45,47.3,35.43,17.26
KE_00249,Migori,III,-0.8569,34.2426,1095.3,1228.2,4.91,1.027,0.0952,3.03,0.347,25.57,36.86,21.12,42.02
KE_00250,Migori,III,-0.8727,34.5392,1161.1,1220.2,5.5,0.982,0.1244,2.19,0.818,20.22,45.55,26.76,27.69
KE_00251,Migori,III,-1.0084,34.508,1403.0,1401.5,5.15,1.344,0.1264,6.75,0.783,20.18,44.73,31.94,23.34
KE_00252,Migori,III,-1.1077,34.2975,1341.2,945.6,5.69,1.774,0.2021,11.22,0.473,8.94,50.93,31.02,18.05
KE_00253,Elgeyo-Marakwet,III,0.7493,35.4596,1544.2,1080.9,6.52,2.036,0.1709,4.51,0.602,22.76,39.12,35.09,25.78
KE_00254,Elgeyo-Marakwet,III,0.912,35.4903,1532.8,982.0,5.17,1.435,0.1704,5.21,0.805,12.17,45.96,30.23,23.81
KE_00255,Elgeyo-Marakwet,III,0.7799,35.3282,1358.5,1289.7,6.25,1.479,0.1169,7.46,0.727,16.5,54.07,18.24,27.68
KE_00256,Elgeyo-Marakwet,III,0.9231,35.636,1074.5,1275.3,5.68,1.527,0.1399,9.44,0.513,19.02,49.77,17.31,32.93
KE_00257,Elgeyo-Marakwet,III,0.7404,35.6417,1776.0,1403.3,5.0,1.774,0.2081,7.68,0.508,20.5,36.44,12.53,51.03
KE_00258,Elgeyo-Marakwet,III,0.8536,35.4809,1565.9,995.4,6.35,1.367,0.1342,2.0,0.47,28.86,31.14,19.74,49.12
KE_00259,Elgeyo-Marakwet,III,1.2155,35.2763,1707.0,1284.0,5.38,1.58,0.1741,2.64,0.708,25.69,59.23,32.6,8.17
KE_00260,Elgeyo-Marakwet,III,0.7907,35.8462,1410.0,1007.3,5.07,1.739,0.1843,6.97,0.543,27.96,37.73,28.45,33.82
KE_00261,Elgeyo-Marakwet,III,0.6963,35.4707,1390.3,1228.4,6.18,1.983,0.1748,12.24,0.646,29.52,48.13,38.91,12.96
KE_00262,Elgeyo-Marakwet,III,0.8517,35.604,1523.5,1024.5,5.44,1.274,0.1195,2.74,1.066,17.65,46.6,17.58,35.82
KE_00263,Elgeyo-Marakwet,III,0.7221,35.2455,1612.7,1428.6,5.94,2.521,0.2538,9.31,0.65,25.9,42.09,26.06,31.85
KE_00264,Elgeyo-Marakwet,III,0.7589,35.4251,1324.9,1484.0,5.7,1.913,0.2033,4.3,0.177,25.36,46.5,35.03,18.47
KE_00265,Machakos,IV,-1.5827,37.1295,1132.7,585.0,5.78,0.756,0.0787,6.77,0.346,8.78,45.31,40.09,14.6
KE_00266,Machakos,IV,-1.4434,37.3451,972.3,645.4,6.5,1.371,0.1249,10.94,0.628,19.01,27.22,41.45,31.32
KE_00267,Machakos,IV,-1.0779,37.1281,963.3,972.5,6.5,1.131,0.0925,7.71,0.821,15.77,28.77,33.98,37.25
KE_00268,Machakos,IV,-1.5748,37.2388,1646.0,588.1,6.23,1.075,0.0904,17.61,0.424,11.2,33.42,50.12,16.45
KE_00269,Machakos,IV,-1.7264,37.4159,1265.8,946.0,6.79,0.633,0.0822,8.69,0.116,11.17,12.82,43.6,43.58
KE_00270,Machakos,IV,-1.5809,37.1463,1304.3,523.0,6.75,0.846,0.0774,7.92,0.73,19.82,43.6,40.48,15.92
KE_00271,Machakos,IV,-1.4877,37.0139,938.9,581.5,5.67,0.799,0.0753,2.07,0.251,15.44,40.74,20.58,38.68
KE_00272,Machakos,IV,-1.4513,37.3967,916.4,574.8,6.57,0.748,0.0961,19.46,0.114,20.66,31.47,41.03,27.5
KE_00273,Makueni,IV,-1.7322,37.7259,1063.9,593.6,6.38,0.701,0.0687,4.76,0.228,22.28,38.46,39.15,22.39
KE_00274,Makueni,IV,-1.8901,37.788,1044.9,725.2,7.32,1.083,0.1074,11.58,0.194,16.44,27.5,28.63,43.87
KE_00275,Makueni,IV,-1.8828,37.7785,1106.4,890.3,5.92,0.469,0.05,17.32,0.525,14.92,39.33,34.22,26.45
KE_00276,Makueni,IV,-1.9624,37.4652,1266.1,674.1,6.02,1.095,0.0842,13.34,0.483,10.98,32.68,38.38,28.94
KE_00277,Makueni,IV,-1.5685,37.6343,930.6,962.5,6.41,0.702,0.0566,17.46,0.05,17.44,25.06,35.9,39.04
KE_00278,Makueni,IV,-1.5871,37.6264,1159.8,839.9,6.51,0.743,0.0716,7.37,0.576,14.33,35.3,44.46,20.24
KE_00279,Makueni,IV,-1.7435,37.5416,867.6,553.0,6.39,0.799,0.0957,7.94,0.517,16.39,38.89,30.0,31.1
KE_00280,Makueni,IV,-2.0143,37.822,1621.5,611.4,6.49,0.71,0.0592,6.24,0.344,20.92,45.39,32.12,22.49
KE_00281,Makueni,IV,-1.8771,37.704,785.0,718.8,6.55,1.389,0.1014,5.12,0.887,15.71,27.38,35.17,37.46
KE_00282,Makueni,IV,-1.8844,37.5844,1924.3,955.2,6.19,0.888,0.0967,14.84,0.398,20.02,32.97,52.36,14.66
KE_00283,Makueni,IV,-1.8745,37.5596,950.2,925.3,5.56,0.778,0.1038,14.45,0.977,13.8,18.64,45.95,35.41
KE_00284,Makueni,IV,-1.8255,37.7421,1134.3,669.1,6.57,0.341,0.0381,24.73,0.7,12.29,40.53,49.21,10.26
KE_00285,Makueni,IV,-1.625,37.5407,1587.5,1012.3,6.66,1.129,0.1119,9.26,0.458,12.23,47.52,34.06,18.42
KE_00286,Kitui,IV,-1.2781,37.8995,1267.3,753.2,5.83,0.965,0.1022,9.46,0.737,19.75,31.52,54.84,13.63
KE_00287,Kitui,IV,-1.418,37.7683,1316.5,584.3,5.71,1.054,0.103,14.92,0.982,19.44,38.09,40.48,21.43
KE_00288,Kitui,IV,-1.1786,37.8101,816.3,564.5,6.03,0.506,0.0651,7.79,0.828,17.69,35.43,37.76,26.81
KE_00289,Kitui,IV,-1.2887,37.8849,1308.9,732.6,6.56,1.189,0.1172,6.43,1.073,15.25,38.15,35.13,26.72
KE_00290,Kitui,IV,-1.3193,37.7266,885.1,747.7,6.47,1.437,0.1558,12.35,0.648,17.53,43.58,44.54,11.88
KE_00291,Kitui,IV,-1.1616,38.2561,1425.3,683.2,6.48,0.576,0.0656,31.63,0.406,6.55,28.23,24.2,47.57
KE_00292,Kitui,IV,-1.6758,38.0143,1341.8,867.7,6.03,1.179,0.0926,26.74,0.69,10.68,31.75,40.14,28.11
KE_00293,Kitui,IV,-1.571,38.0989,1408.9,718.9,6.24,0.785,0.0726,5.52,0.65,14.6,27.37,36.15,36.48
KE_00294,Kitui,IV,-1.4437,37.9968,775.1,775.1,7.22,0.629,0.0418,6.24,0.535,22.99,38.42,46.9,14.69
KE_00295,Kitui,IV,-1.5387,37.5841,2044.4,850.0,5.72,1.262,0.1315,3.78,0.675,19.66,28.68,45.61,25.72
KE_00296,Kitui,IV,-1.3817,38.069,1283.8,808.7,6.03,1.037,0.0953,23.98,0.712,19.81,30.1,46.0,23.9
KE_00297,Kajiado,IV,-1.9894,36.6162,1102.3,984.0,6.16,0.516,0.0464,7.93,0.34,18.32,24.09,27.03,48.87
KE_00298,Kajiado,IV,-1.6766,36.7581,831.5,598.9,6.5,0.824,0.0761,4.03,0.375,15.03,27.54,53.64,18.82
KE_00299,Kajiado,IV,-1.9884,36.8306,713.1,981.5,5.64,1.41,0.1179,31.84,0.331,17.8,21.97,33.1,44.93
KE_00300,Kajiado,IV,-1.9632,36.6904,730.6,947.1,5.45,1.195,0.1131,13.11,0.766,25.3,36.57,45.15,18.28
KE_00301,Kajiado,IV,-2.0189,36.7821,712.9,634.0,6.2,0.772,0.0635,6.2,0.685,23.98,38.38,45.09,16.53
KE_00302,Kajiado,IV,-1.8341,36.777,1719.6,566.7,7.02,0.753,0.0866,9.36,0.887,17.78,14.76,36.4,48.84
KE_00303,Kajiado,IV,-1.8746,36.8354,708.1,761.6,6.84,0.715,0.0563,14.51,0.695,12.26,28.42,33.16,38.42
KE_00304,Kajiado,IV,-1.6653,36.7885,1007.0,790.9,6.5,1.549,0.1853,8.87,0.432,5.1,27.99,39.43,32.59
KE_00305,Kajiado,IV,-1.9677,36.5954,1246.4,820.8,6.33,1.033,0.1181,14.96,0.567,5.98,29.04,32.25,38.71
KE_00306,Kajiado,IV,-1.667,37.083,1104.8,922.9,6.31,0.98,0.1304,10.38,0.442,13.44,36.11,23.93,39.96
KE_00307,Kajiado,IV,-1.7488,37.0331,820.7,878.9,5.23,0.753,0.0755,9.5,0.873,11.13,44.3,33.59,22.1
KE_00308,Kajiado,IV,-1.7734,36.9716,1101.9,990.1,7.21,1.177,0.1327,10.16,0.492,20.48,38.63,43.35,18.02
KE_00309,Narok,IV,-0.7867,36.2061,860.7,702.7,6.89,0.588,0.065,10.92,1.083,21.43,27.12,36.83,36.05
KE_00310,Narok,IV,-1.2127,35.5775,1377.4,934.5,6.26,0.447,0.0592,6.32,0.42,6.41,32.26,16.76,50.98
KE_00311,Narok,IV,-1.0742,35.9347,1363.9,938.0,5.75,1.07,0.1267,6.33,0.541,3.69,24.78,36.95,38.27
KE_00312,Narok,IV,-1.1976,35.6771,601.8,946.0,6.55,1.087,0.0969,17.53,0.375,7.13,22.23,39.22,38.55
KE_00313,Narok,IV,-1.236,35.776,1017.0,652.7,6.48,1.628,0.1792,15.92,0.322,18.8,44.23,42.1,13.67
KE_00314,Narok,IV,-1.0632,35.7653,995.9,885.0,6.08,0.555,0.0453,7.1,0.32,19.07,49.49,36.94,13.57
KE_00315,Narok,IV,-1.1968,35.762,1231.7,676.3,6.65,0.608,0.0564,5.04,0.377,22.66,32.26,40.81,26.92
KE_00316,Narok,IV,-0.8758,35.7072,663.6,661.1,6.13,0.994,0.0915,18.69,0.79,19.69,27.29,36.27,36.44
KE_00317,Narok,IV,-0.9452,36.0285,658.8,1014.1,5.72,1.226,0.1078,12.85,0.989,14.0,17.86,46.89,35.25
KE_00318,Narok,IV,-1.0595,36.0073,1167.6,796.2,6.31,0.986,0.0753,10.08,0.264,9.23,25.24,31.2,43.56
KE_00319,Narok,IV,-1.1754,35.9117,1102.8,905.7,6.64,1.092,0.1156,30.43,0.846,23.59,12.06,40.77,47.17
KE_00320,Narok,IV,-1.1037,35.7433,1308.4,613.6,6.37,1.298,0.1188,10.46,0.863,10.15,31.35,47.11,21.54
KE_00321,Narok,IV,-1.0212,36.0302,1484.1,519.4,6.1,0.794,0.0792,19.56,0.692,11.88,34.71,32.78,32.51
KE_00322,Laikipia,IV,0.3683,36.5948,1279.4,746.1,6.96,0.478,0.0281,11.75,0.446,15.2,40.39,26.77,32.84
KE_00323,Laikipia,IV,0.5179,36.9022,1360.5,789.3,6.24,1.042,0.1111,9.31,0.885,11.53,19.76,38.4,41.84
KE_00324,Laikipia,IV,0.5598,36.8606,1718.7,842.8,6.85,0.95,0.0967,12.9,0.421,20.5,31.86,40.06,28.08
KE_00325,Laikipia,IV,0.2426,36.8134,1590.9,946.8,5.29,0.641,0.0702,8.67,0.616,15.57,46.42,53.0,5.0
KE_00326,Laikipia,IV,0.7812,36.9046,1134.6,866.8,6.76,0.928,0.092,9.22,0.741,15.36,23.48,38.67,37.85
KE_00327,Laikipia,IV,0.3946,36.8546,1258.9,645.3,6.7,1.202,0.1325,18.0,0.326,20.27,25.68,34.46,39.86
KE_00328,Laikipia,IV,0.0824,36.8073,1407.1,615.2,6.77,1.32,0.1467,14.71,0.599,12.62,31.45,45.25,23.31
KE_00329,Laikipia,IV,0.4866,36.5886,1582.8,513.8,6.29,0.798,0.0815,13.08,0.529,5.6,39.45,39.8,20.75
KE_00330,Laikipia,IV,0.1542,36.7373,1507.9,954.0,5.67,1.074,0.1003,10.55,0.256,11.13,31.55,35.76,32.68
KE_00331,Laikipia,IV,0.4841,37.1849,931.0,751.2,5.84,1.506,0.1676,5.97,0.623,11.85,28.05,37.44,34.52
KE_00332,Laikipia,IV,0.2965,36.6777,1416.5,519.5,5.68,0.656,0.0639,5.31,0.469,14.93,30.28,31.49,38.23
KE_00333,Laikipia,IV,0.2686,36.6708,1888.0,922.1,6.96,0.547,0.0449,5.86,0.64,18.44,31.37,36.17,32.47
KE_00334,Baringo,IV,0.5316,35.9383,1265.8,787.8,6.74,1.435,0.1089,7.22,0.764,9.65,45.75,32.83,21.42
KE_00335,Baringo,IV,0.5888,35.8874,1024.7,979.1,5.88,1.067,0.1252,23.84,0.604,12.02,29.61,46.47,23.92
KE_00336,Baringo,IV,0.3576,35.9398,1435.2,672.0,6.35,0.644,0.0739,7.1,0.808,16.05,24.12,39.95,35.92
KE_00337,Baringo,IV,0.4418,36.152,1587.4,831.2,6.57,1.409,0.1029,13.84,0.057,14.96,33.26,37.78,28.96
KE_00338,Baringo,IV,0.5333,36.1695,594.0,995.2,5.56,0.651,0.0741,8.11,0.722,18.43,25.29,40.54,34.17
KE_00339,Baringo,IV,0.6863,35.8961,1578.5,536.8,7.44,0.928,0.09,7.6,1.032,10.56,38.17,42.85,18.98
KE_00340,Baringo,IV,0.3699,35.8631,350.3,804.8,6.9,1.18,0.122,6.64,0.05,17.62,22.24,23.86,53.9
KE_00341,Baringo,IV,0.5921,35.9923,1387.0,952.9,6.1,0.93,0.1079,3.78,0.543,13.76,37.01,40.36,22.62
KE_00342,Baringo,IV,0.5755,36.2962,1699.6,540.7,6.18,0.727,0.1018,7.1,0.482,18.59,30.74,34.87,34.4
KE_00343,West Pokot,IV,1.3515,35.0979,1202.6,967.4,5.58,0.834,0.0939,8.96,0.138,10.62,30.47,36.41,33.12
KE_00344,West Pokot,IV,1.1929,35.041,934.3,778.6,6.81,0.939,0.0855,5.29,0.866,13.63,40.51,42.49,17.0
KE_00345,West Pokot,IV,1.4377,35.2315,1525.2,568.9,5.73,1.363,0.1387,14.33,0.463,16.1,20.17,24.18,55.65
KE_00346,West Pokot,IV,1.4344,35.1028,1398.8,717.2,6.31,1.037,0.0916,16.67,0.744,10.94,34.91,34.21,30.88
KE_00347,West Pokot,IV,1.5474,35.0285,1320.5,757.5,6.52,0.774,0.0838,13.26,0.967,16.45,24.79,45.01,30.2
KE_00348,West Pokot,IV,1.7088,35.1481,1286.5,881.0,5.78,1.034,0.0878,5.71,0.569,15.15,30.97,35.27,33.75
KE_00349,West Pokot,IV,1.2615,34.9362,1244.6,867.5,6.92,0.836,0.0756,5.45,0.568,20.77,30.78,33.85,35.38
KE_00350,West Pokot,IV,1.3829,34.9028,1241.3,694.3,5.21,1.401,0.135,7.09,0.869,15.4,26.73,45.44,27.83
KE_00351,West Pokot,IV,1.4597,35.1423,895.5,973.2,7.5,1.115,0.1241,11.38,0.522,14.0,21.95,45.32,32.73
KE_00352,West Pokot,IV,1.3441,35.2106,1420.3,572.1,5.69,0.639,0.0465,3.4,0.595,13.33,33.45,30.6,35.94
KE_00353,West Pokot,IV,1.1241,35.0962,677.9,829.4,7.49,1.166,0.1115,8.43,0.916,11.99,25.14,41.15,33.71
KE_00354,West Pokot,IV,1.3299,35.0605,1724.3,609.0,6.58,0.968,0.082,9.89,0.816,12.29,31.56,41.72,26.72
KE_00355,West Pokot,IV,1.3674,35.0851,903.5,695.1,6.35,1.456,0.13,28.43,0.83,16.42,30.21,35.17,34.63
KE_00356,Taita-Taveta,IV,-3.4298,38.3477,1129.2,1001.6,6.57,0.347,0.0239,11.91,0.698,15.24,21.77,58.7,19.52
KE_00357,Taita-Taveta,IV,-3.3835,38.5725,1107.9,796.2,6.77,1.039,0.0882,5.32,0.393,8.17,26.32,19.41,54.27
KE_00358,Taita-Taveta,IV,-3.4801,38.5026,1384.2,1010.5,6.98,0.627,0.0574,16.8,0.179,13.42,30.09,44.67,25.23
KE_00359,Taita-Taveta,IV,-3.5117,38.4178,1147.8,602.6,6.99,0.744,0.0715,7.73,0.725,16.01,28.62,46.0,25.39
KE_00360,Taita-Taveta,IV,-3.504,38.5182,1313.4,949.3,5.69,0.829,0.0816,8.56,0.358,21.04,26.71,36.54,36.75
KE_00361,Taita-Taveta,IV,-3.6065,38.2624,1457.0,595.0,6.76,0.851,0.0602,5.83,0.676,21.66,17.11,40.9,41.99
KE_00362,Taita-Taveta,IV,-3.4632,38.3103,942.7,962.1,6.95,1.499,0.1684,5.04,0.691,18.26,39.06,39.4,21.54
KE_00363,Taita-Taveta,IV,-3.4753,38.3289,1200.2,541.9,5.2,1.46,0.1769,8.0,0.531,14.08,33.51,43.11,23.38
KE_00364,Taita-Taveta,IV,-3.4436,38.3909,1063.1,836.7,6.2,1.025,0.0989,4.69,0.797,20.12,28.77,43.91,27.32
KE_00365,Taita-Taveta,IV,-3.1707,38.5348,1082.3,866.6,5.61,0.941,0.1223,5.05,0.562,17.62,30.98,46.41,22.62
KE_00366,Taita-Taveta,IV,-3.449,38.6047,526.5,513.4,6.86,0.912,0.1052,7.15,0.927,4.64,24.38,43.51,32.1
KE_00367,Kwale,IV,-3.9156,39.4413,588.3,625.6,6.02,0.449,0.0435,19.81,0.855,11.79,30.3,27.24,42.46
KE_00368,Kwale,IV,-4.3644,39.6285,1268.7,830.7,6.55,0.983,0.0916,5.96,0.559,13.85,23.98,42.79,33.22
KE_00369,Kwale,IV,-4.2893,39.5056,1179.6,870.8,6.56,1.06,0.1041,5.25,0.828,13.56,43.93,44.71,11.37
KE_00370,Kwale,IV,-4.2155,39.5388,828.1,669.7,6.65,1.237,0.1238,6.49,0.601,16.03,37.91,43.43,18.66
KE_00371,Kwale,IV,-4.1363,39.7606,1043.7,877.2,6.35,1.16,0.1136,12.01,0.73,16.28,32.03,45.94,22.03
KE_00372,Kwale,IV,-3.8972,39.3208,1602.5,834.7,6.48,1.588,0.1627,16.25,0.573,23.66,15.06,43.01,41.93
KE_00373,Kwale,IV,-4.1642,39.5054,1313.3,759.4,6.12,1.313,0.1075,7.08,0.464,13.11,26.01,42.15,31.84
KE_00374,Kwale,IV,-4.0562,39.5579,698.0,662.7,5.42,1.088,0.0988,9.75,0.975,17.86,25.78,39.5,34.71
KE_00375,Kwale,IV,-4.1514,39.3571,1032.9,847.3,6.24,1.115,0.1279,15.95,0.291,13.0,29.28,26.32,44.39
KE_00376,Kwale,IV,-4.2619,39.4789,1491.0,547.3,6.04,0.808,0.0894,15.53,0.332,24.48,31.01,36.84,32.15
KE_00377,Kwale,IV,-4.3136,39.5679,681.1,731.3,7.01,1.376,0.1517,26.53,0.665,18.98,43.17,30.71,26.12
KE_00378,Kilifi,IV,-3.5591,39.8277,1118.6,736.8,6.46,0.917,0.0979,7.01,0.254,19.8,30.9,31.32,37.79
KE_00379,Kilifi,IV,-3.4276,39.9143,1497.9,806.6,6.17,1.146,0.0871,14.43,0.545,16.77,29.78,42.92,27.29
KE_00380,Kilifi,IV,-3.6288,40.0111,1088.0,790.9,6.99,1.171,0.125,11.6,0.712,13.31,33.52,47.62,18.86
KE_00381,Kilifi,IV,-3.573,39.8662,1428.4,663.0,6.85,1.041,0.1064,10.32,0.714,16.22,15.25,30.82,53.93
KE_00382,Kilifi,IV,-3.3812,40.0353,925.0,602.3,6.23,1.132,0.0731,14.55,0.511,23.45,43.74,53.39,5.0
KE_00383,Kilifi,IV,-3.4364,39.8384,1440.8,519.8,6.93,1.098,0.1239,13.01,0.333,14.19,27.39,40.05,32.57
KE_00384,Kilifi,IV,-3.4131,39.9481,1914.3,850.4,6.34,1.378,0.1169,6.4,0.279,17.75,24.73,37.19,38.08
KE_00385,Kilifi,IV,-3.3919,39.8783,1375.8,523.6,6.4,1.57,0.1648,10.61,0.23,6.55,30.59,34.93,34.48
